Fri May 13 01:25:00 2022    rainbow.prof

         261175591 function calls (251697514 primitive calls) in 1047.331 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      573    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
      512    0.001    0.000    0.189    0.000 zipfile.py:898(read)
     5593    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      633    0.001    0.000    0.070    0.000 ansitowin32.py:160(write)
     5985    0.001    0.000    0.002    0.000 sre_parse.py:160(__len__)
      633    0.001    0.000    0.071    0.000 ansitowin32.py:40(write)
      620    0.001    0.000    0.001    0.000 {built-in method now}
      612    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        2    0.001    0.001    0.622    0.311 drl_rainbow.py:323(load)
     1332    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
      573    0.001    0.000    0.041    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
      621    0.001    0.000    0.001    0.000 std.py:155(__init__)
      192    0.001    0.000    0.006    0.000 zipfile.py:1467(open)
        5    0.001    0.000    0.004    0.001 decoder.py:343(raw_decode)
       22    0.001    0.000    0.001    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        2    0.001    0.001    0.272    0.136 drl_rainbow.py:312(save)
  724/715    0.001    0.000    0.225    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
      886    0.001    0.000    0.001    0.000 {built-in method numpy.asarray}
     2504    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      703    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1522(_get_spec)
     1266    0.001    0.000    0.012    0.000 __init__.py:623(__setitem__)
      850    0.001    0.000    0.001    0.000 __init__.py:2014(_setattr_cm)
      260    0.001    0.000    0.124    0.000 sre_compile.py:759(compile)
      625    0.001    0.000    0.001    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
     4335    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
     1719    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      428    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      973    0.001    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     8900    0.001    0.000    0.001    0.000 inspect.py:2997(parameters)
     1067    0.001    0.000    0.001    0.000 {built-in method numpy.array}
      620    0.001    0.000    0.002    0.000 board.py:156(reward)
     3438    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
     1891    0.001    0.000    0.005    0.000 re.py:187(match)
       28    0.001    0.000    0.002    0.000 util.py:183(_collapseStringToRanges)
     8758    0.001    0.000    0.001    0.000 {built-in method sys.getrecursionlimit}
      260    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
      787    0.001    0.000    0.001    0.000 {built-in method nt._path_splitroot}
       33    0.001    0.000    0.001    0.000 enum.py:221(<setcomp>)
     3737    0.001    0.000    0.001    0.000 inspect.py:191(isclass)
        1    0.001    0.001    0.001    0.001 linalg.py:476(inv)
   547/57    0.001    0.000    1.406    0.025 {built-in method builtins.__import__}
       58    0.001    0.000    0.007    0.000 lines.py:276(__init__)
      390    0.001    0.000    0.001    0.000 font_manager.py:710(__hash__)
      188    0.001    0.000    0.001    0.000 colors.py:1001(<listcomp>)
       68    0.001    0.000    0.001    0.000 {built-in method cupy._core._kernel.create_ufunc}
     6727    0.001    0.000    0.001    0.000 {function RcParams.__getitem__ at 0x000002A6E0982EF0}
      699    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
     3002    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:897(__exit__)
      144    0.001    0.000    0.001    0.000 artist.py:149(__init__)
      789    0.001    0.000    0.004    0.000 colors.py:152(to_rgba)
      777    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
     1272    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap>:391(cached)
       66    0.001    0.000    0.013    0.000 text.py:671(draw)
      286    0.001    0.000    0.003    0.000 overrides.py:89(verify_matching_signatures)
     1284    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1347(_path_importer_cache)
      382    0.001    0.000    0.002    0.000 enum.py:88(__setitem__)
      800    0.001    0.000    0.002    0.000 font_manager.py:1206(score_weight)
      200    0.001    0.000    0.001    0.000 {method 'seek' of '_io.BufferedRandom' objects}
 3627/861    0.001    0.000    0.001    0.000 docstring.py:48(_recursive_subclasses)
     2714    0.001    0.000    0.001    0.000 util.py:184(is_consecutive)
      777    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:71(__init__)
      316    0.001    0.000    0.021    0.000 overrides.py:183(decorator)
      100    0.001    0.000    0.014    0.000 text.py:290(_get_layout)
      260    0.001    0.000    0.078    0.000 sre_parse.py:937(parse)
     1302    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:404(parent)
      402    0.001    0.000    0.002    0.000 copy.py:66(copy)
      462    0.001    0.000    0.003    0.000 font_manager.py:968(_json_decode)
      463    0.001    0.000    0.002    0.000 ntpath.py:61(isabs)
      876    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BufferedReader' objects}
     1167    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       92    0.001    0.000    0.010    0.000 __init__.py:1338(_preprocess_data)
      149    0.001    0.000    0.003    0.000 font_manager.py:658(__init__)
     5889    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
     4471    0.001    0.000    0.001    0.000 artist.py:1456(<genexpr>)
     3002    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:893(__enter__)
      818    0.001    0.000    0.001    0.000 __init__.py:276(process)
     2324    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
       32    0.001    0.000    0.001    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      625    0.001    0.000    0.001    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      413    0.001    0.000    0.001    0.000 __init__.py:1730(<dictcomp>)
      457    0.001    0.000    0.188    0.000 format.py:893(_read_bytes)
     1323    0.001    0.000    0.003    0.000 colors.py:106(_is_nth_color)
      620    0.001    0.000    0.001    0.000 board.py:147(black_num)
      101    0.001    0.000    0.680    0.007 artist.py:128(_update_set_signature_and_docstring)
       80    0.001    0.000    0.006    0.000 lines.py:724(draw)
      149    0.001    0.000    0.003    0.000 deprecation.py:133(deprecate)
      763    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:357(__init__)
       64    0.001    0.000    0.002    0.000 basic.py:216(zeros_like)
     2186    0.001    0.000    0.001    0.000 inspect.py:199(ismethod)
     5889    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
   260/11    0.001    0.000    0.002    0.000 core.py:750(_parseNoCache)
     6046    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      249    0.001    0.000    0.001    0.000 transforms.py:767(__init__)
      774    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
     2485    0.001    0.000    0.001    0.000 {built-in method time.time}
      739    0.001    0.000    0.109    0.000 <frozen importlib._bootstrap_external>:1422(find_spec)
  1127/10    0.001    0.000    1.602    0.160 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
     2389    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      128    0.001    0.000    0.001    0.000 zipfile.py:409(FileHeader)
      778    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:169(__enter__)
       67    0.001    0.000    0.020    0.000 format.py:570(_read_array_header)
       64    0.001    0.000    0.006    0.000 zipfile.py:1133(close)
      474    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
     5751    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      573    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
      162    0.001    0.000    0.001    0.000 colors.py:195(_to_rgba_no_colorcycle)
      308    0.001    0.000    0.002    0.000 _dtype.py:321(_name_get)
      621    0.001    0.000    0.048    0.000 utils.py:341(disp_trim)
      360    0.001    0.000    0.012    0.000 zipfile.py:1016(_read2)
     1271    0.001    0.000    0.001    0.000 tokenize.py:172(add_whitespace)
      616    0.001    0.000    0.002    0.000 _inspect.py:96(getargspec)
      573    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     5781    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      573    0.001    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       46    0.001    0.000    0.003    0.000 lines.py:649(recache)
     4322    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      655    0.001    0.000    0.001    0.000 function_base.py:244(iterable)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      573    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       24    0.001    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     4223    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
      222    0.001    0.000    0.001    0.000 core.py:439(__init__)
        4    0.001    0.000    0.001    0.000 {built-in method gc.collect}
      208    0.001    0.000    0.002    0.000 shape_base.py:612(column_stack)
       32    0.001    0.000    0.001    0.000 function_base.py:23(linspace)
     1042    0.001    0.000    0.001    0.000 __init__.py:101(check_in_list)
      887    0.001    0.000    0.021    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      892    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
      591    0.001    0.000    0.001    0.000 transforms.py:1783(__init__)
       64    0.001    0.000    0.218    0.003 npyio.py:233(__getitem__)
      194    0.001    0.000    0.001    0.000 ntpath.py:180(split)
      216    0.001    0.000    0.236    0.001 artist.py:1327(__init__)
       85    0.001    0.000    0.001    0.000 pathlib.py:56(parse_parts)
   602/68    0.001    0.000    0.001    0.000 ast.py:82(_convert)
      231    0.001    0.000    0.001    0.000 transforms.py:207(set_children)
      843    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
      127    0.000    0.000    0.055    0.000 docstring.py:36(__call__)
      402    0.000    0.000    0.001    0.000 copy.py:259(_reconstruct)
        1    0.000    0.000    0.000    0.000 widgets.py:588(RangeSlider)
     4155    0.000    0.000    0.000    0.000 artist.py:832(get_animated)
        1    0.000    0.000    0.001    0.001 _cm_listed.py:1(<module>)
      621    0.000    0.000    0.000    0.000 board.py:129(t2n)
      620    0.000    0.000    0.001    0.000 board.py:151(white_num)
     6007    0.000    0.000    0.000    0.000 inspect.py:2690(kind)
      484    0.000    0.000    0.001    0.000 enum.py:462(__setattr__)
      223    0.000    0.000    0.002    0.000 _dtype.py:34(__str__)
        8    0.000    0.000    0.000    0.000 {built-in method addAction}
        1    0.000    0.000    0.000    0.000 font_manager.py:1403(_get_font)
      389    0.000    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
       18    0.000    0.000    0.014    0.001 axis.py:57(__init__)
      428    0.000    0.000    0.004    0.000 rcsetup.py:310(validate_color)
      661    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
     1000    0.000    0.000    0.000    0.000 transforms.py:107(__init__)
      260    0.000    0.000    0.001    0.000 enum.py:972(__and__)
      310    0.000    0.000    0.001    0.000 fromnumeric.py:69(_wrapreduction)
        4    0.000    0.000    1.696    0.424 npyio.py:692(_savez)
      621    0.000    0.000    0.000    0.000 utils.py:57(__init__)
      128    0.000    0.000    1.668    0.013 zipfile.py:1121(write)
      573    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      716    0.000    0.000    0.001    0.000 typing.py:968(__setattr__)
      214    0.000    0.000    0.001    0.000 __init__.py:65(check_isinstance)
        1    0.000    0.000    0.001    0.001 helpers.py:673(<dictcomp>)
      180    0.000    0.000    0.005    0.000 text.py:162(update)
       16    0.000    0.000    0.005    0.000 ticker.py:2052(_raw_ticks)
       32    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      128    0.000    0.000    0.001    0.000 zipfile.py:788(__init__)
       80    0.000    0.000    0.134    0.002 compiler.py:467(_compile_module_with_cache)
      683    0.000    0.000    0.001    0.000 string.py:110(convert)
      256    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
    202/2    0.000    0.000    0.072    0.036 artist.py:32(draw_wrapper)
      401    0.000    0.000    0.003    0.000 core.py:471(copy)
       54    0.000    0.000    0.015    0.000 text.py:872(get_window_extent)
      284    0.000    0.000    0.003    0.000 function_base.py:475(add_newdoc)
      278    0.000    0.000    0.001    0.000 transforms.py:1900(__init__)
      778    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:173(__exit__)
        5    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
      100    0.000    0.000    0.014    0.000 font_manager.py:1248(findfont)
  136/112    0.000    0.000    0.002    0.000 transforms.py:2441(get_affine)
     1738    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      759    0.000    0.000    0.001    0.000 __init__.py:84(find_spec)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.WaitForSingleObject}
     2012    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
