Fri May 13 01:25:00 2022    rainbow.prof

         261175591 function calls (251697514 primitive calls) in 1047.331 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.012    0.012 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:634(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
        6    0.000    0.000    0.000    0.000 deprecation.py:508(suppress_matplotlib_deprecation_warning)
        7    0.000    0.000    0.000    0.000 Image.py:3116(register_open)
        6    0.000    0.000    0.000    0.000 core.py:5579(<lambda>)
        1    0.000    0.000    0.000    0.000 platform.py:233(_norm_version)
        2    0.000    0.000    0.000    0.000 win32.py:98(winapi_test)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
       12    0.000    0.000    0.000    0.000 legend.py:1034(<genexpr>)
        8    0.000    0.000    0.000    0.000 dataclasses.py:819(_set_new_attribute)
       33    0.000    0.000    0.000    0.000 typing.py:698(__eq__)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
       15    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 cycler.py:1(<module>)
       34    0.000    0.000    0.000    0.000 offsetbox.py:171(<listcomp>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
       15    0.000    0.000    0.000    0.000 transforms.py:2656(get_matrix)
        1    0.000    0.000    0.002    0.002 _axes.py:186(legend)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        4    0.000    0.000    0.000    0.000 legend.py:690(get_legend_handler)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1618(Legendre)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1649(HermiteE)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 syncdetect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _runtime.py:1(<module>)
       47    0.000    0.000    0.000    0.000 core.py:3991(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:763(StandardPsFonts)
        2    0.000    0.000    0.000    0.000 backend_qt.py:793(set_history_buttons)
        4    0.000    0.000    0.000    0.000 {built-in method setEnabled}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        1    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        2    0.000    0.000    0.000    0.000 core.py:2948(_update_from)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
      7/5    0.000    0.000    0.000    0.000 transforms.py:2395(__eq__)
        2    0.000    0.000    0.000    0.000 _base.py:320(_getdefaults)
        8    0.000    0.000    0.000    0.000 qt_compat.py:183(_setDevicePixelRatio)
        8    0.000    0.000    0.000    0.000 {built-in method backgroundRole}
        1    0.000    0.000    0.000    0.000 synchronize.py:50(__init__)
        8    0.000    0.000    0.043    0.005 <frozen importlib._bootstrap>:1038(_gcd_import)
        1    0.000    0.000    0.000    0.000 threading.py:809(Thread)
        1    0.000    0.000    0.000    0.000 core.py:2817(__new__)
        1    0.000    0.000    0.000    0.000 utils.py:162(__init__)
        8    0.000    0.000    0.000    0.000 transforms.py:346(min)
        9    0.000    0.000    0.000    0.000 core.py:4049(_generateDefaultName)
       29    0.000    0.000    0.000    0.000 core.py:4262(recurse)
        4    0.000    0.000    0.000    0.000 offsetbox.py:784(set_offset)
        1    0.000    0.000    0.000    0.000 gridspec.py:539(SubplotSpec)
       14    0.000    0.000    0.000    0.000 typing.py:220(_check_generic)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:149(RendererBase)
        1    0.000    0.000    0.000    0.000 image.py:216(_ImageBase)
        1    0.000    0.000    0.000    0.000 table.py:237(Table)
        2    0.000    0.000    0.000    0.000 _base.py:786(_request_autoscale_view)
        1    0.000    0.000    0.000    0.000 axis3d.py:35(Axis)
       40    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.000    0.000 _environment.py:128(_get_nvcc_path)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dims.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:817(__init__)
        1    0.000    0.000    0.000    0.000 common.py:422(<listcomp>)
        9    0.000    0.000    0.000    0.000 offsetbox.py:257(set_offset)
        2    0.000    0.000    0.003    0.001 offsetbox.py:348(get_window_extent)
       31    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x000002A6DE597370}
       56    0.000    0.000    0.000    0.000 typing.py:216(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:1321(__init_subclass__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.008    0.008 vectorize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 explog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
       46    0.000    0.000    0.000    0.000 __init__.py:1619(<lambda>)
        7    0.000    0.000    0.000    0.000 core.py:4322(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1245(List)
        1    0.000    0.000    0.000    0.000 patches.py:3869(__init__)
       30    0.000    0.000    0.000    0.000 image.py:124(<genexpr>)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
       12    0.000    0.000    0.000    0.000 legend_handler.py:63(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:771(limit_range_for_scale)
        7    0.000    0.000    0.000    0.000 fractions.py:276(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
       13    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
        8    0.000    0.000    0.000    0.000 core.py:8098(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 functions_rnn.py:1(<module>)
        1    0.000    0.000    0.006    0.006 std.py:118(create_mp_lock)
        9    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:2711(frombuffer)
        1    0.000    0.000    0.002    0.002 ImagePalette.py:1(<module>)
        4    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
       46    0.000    0.000    0.000    0.000 artist.py:657(get_sketch_params)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
       16    0.000    0.000    0.000    0.000 axis.py:1593(set_minor_formatter)
        1    0.000    0.000    0.000    0.000 polar.py:762(PolarAxes)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        2    0.000    0.000    0.000    0.000 drl_rainbow.py:279(__init__)
       41    0.000    0.000    0.000    0.000 fromnumeric.py:2454(_cumsum_dispatcher)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
       40    0.000    0.000    0.000    0.000 colors.py:282(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2717(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        2    0.000    0.000    0.005    0.002 __init__.py:274(load)
       56    0.000    0.000    0.000    0.000 pathlib.py:412(_select_from)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 _parameterized.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:205(extract_params)
       12    0.000    0.000    0.000    0.000 docstring.py:31(__init__)
        8    0.000    0.000    0.000    0.000 transforms.py:2780(get_transformed_path_and_affine)
        1    0.000    0.000    0.000    0.000 contour.py:678(ContourSet)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
       48    0.000    0.000    0.000    0.000 text.py:235(get_transform_rotates_text)
        8    0.000    0.000    0.000    0.000 text.py:365(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
       32    0.000    0.000    0.000    0.000 axis.py:703(isDefault_minloc)
        1    0.000    0.000    0.000    0.000 ssl.py:840(SSLObject)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimizers.py:1(<module>)
        5    0.000    0.000    0.000    0.000 ticker.py:1640(nonsingular)
       12    0.000    0.000    0.000    0.000 patches.py:364(set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2654(ConnectionStyle)
        1    0.000    0.000    0.025    0.025 figure.py:646(add_subplot)
        1    0.000    0.000    0.000    0.000 dates.py:1648(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 _base.py:1493(_set_title_offset_trans)
        2    0.000    0.000    0.005    0.003 _base.py:3186(grid)
        1    0.000    0.000    0.000    0.000 backend_qt.py:625(NavigationToolbar2QT)
       43    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        4    0.000    0.000    0.000    0.000 contextlib.py:496(callback)
       23    0.000    0.000    0.000    0.000 overrides.py:219(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
       46    0.000    0.000    0.000    0.000 stride_tricks.py:474(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fusion_op.py:85(_ElementwiseTraceOp)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 comparison.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:1107(Normalize)
        2    0.000    0.000    0.001    0.001 core.py:5552(srange)
        1    0.000    0.000    0.000    0.000 widgets.py:942(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:1798(_SelectorWidget)
        1    0.000    0.000    0.090    0.090 backend_qtagg.py:84(print_figure)
        1    0.000    0.000    0.000    0.000 qt_compat.py:265(__getattr__)
        8    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
        3    0.000    0.000    0.000    0.000 {instance}
       11    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 types.py:249(coroutine)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        4    0.000    0.000    0.000    0.000 npyio.py:81(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1181(ZipFile)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _meta.py:7(PackageMetadata)
        1    0.000    0.000    0.001    0.001 _pytest_impl.py:1(<module>)
        8    0.000    0.000    0.000    0.000 mock.py:321(_delegating_property)
       13    0.000    0.000    0.000    0.000 _internal_types.py:12(__init__)
       47    0.000    0.000    0.000    0.000 core.py:3992(<genexpr>)
        1    0.000    0.000    0.025    0.025 _subplots.py:14(__init__)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       26    0.000    0.000    0.000    0.000 offsetbox.py:483(<listcomp>)
       32    0.000    0.000    0.000    0.000 axis.py:695(isDefault_majfmt)
        1    0.000    0.000    0.000    0.000 {built-in method setAlignment}
       11    0.000    0.000    0.000    0.000 dataclasses.py:266(__init__)
        9    0.000    0.000    0.000    0.000 overrides.py:24(set_array_function_like_doc)
        2    0.000    0.000    0.000    0.000 pathlib.py:1168(mkdir)
        1    0.000    0.000    0.000    0.000 ops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 winterm.py:77(set_console)
       48    0.000    0.000    0.000    0.000 text.py:1295(get_parse_math)
        2    0.000    0.000    0.000    0.000 os.py:1106(add_dll_directory)
       11    0.000    0.000    0.000    0.000 dataclasses.py:346(field)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        8    0.000    0.000    0.000    0.000 pathlib.py:1090(stat)
       40    0.000    0.000    0.000    0.000 fromnumeric.py:2362(_all_dispatcher)
        9    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        2    0.000    0.000    0.000    0.000 optimizers.py:213(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:97(<listcomp>)
       16    0.000    0.000    0.000    0.000 ticker.py:480(set_useOffset)
        2    0.000    0.000    0.000    0.000 transforms.py:1001(intervalx)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1775(draw_event)
        1    0.000    0.000    0.033    0.033 backend_bases.py:3496(new_figure_manager_given_figure)
        1    0.000    0.000    0.000    0.000 widgets.py:3257(LassoSelector)
        1    0.000    0.000    0.000    0.000 legend.py:1147(_parse_legend_args)
        1    0.000    0.000    0.000    0.000 backend_qt.py:353(sizeHint)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
       36    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
        4    0.000    0.000    0.000    0.000 ticker.py:677(get_offset)
        3    0.000    0.000    0.000    0.000 core.py:655(add_parse_action)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
       22    0.000    0.000    0.000    0.000 backend_bases.py:911(set_dashes)
        1    0.000    0.000    0.000    0.000 patches.py:2131(__new__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1277(AnnotationBbox)
        1    0.000    0.000    0.003    0.003 context.py:70(RLock)
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        4    0.000    0.000    0.000    0.000 contextlib.py:455(pop_all)
       13    0.000    0.000    0.000    0.000 enum.py:443(__members__)
        2    0.000    0.000    0.000    0.000 platform.py:994(_sys_version)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rounding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:232(_remove_proxy)
        6    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_fonttype)
        1    0.000    0.000    0.000    0.000 ticker.py:1933(MaxNLocator)
        1    0.000    0.000    0.000    0.000 cm.py:334(ScalarMappable)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1891(_MathStyle)
        7    0.000    0.000    0.000    0.000 patches.py:494(set_joinstyle)
        2    0.000    0.000    0.000    0.000 offsetbox.py:579(__init__)
        7    0.000    0.000    0.000    0.000 legend_handler.py:144(__init__)
        6    0.000    0.000    0.000    0.000 axis.py:2226(get_ticks_position)
        1    0.000    0.000    0.000    0.000 axis.py:2275(YAxis)
        1    0.000    0.000    0.000    0.000 art3d.py:677(Poly3DCollection)
        8    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:124(EntryPoint)
        1    0.000    0.000    0.000    0.000 _eigenvalue.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:43(isatty)
        2    0.000    0.000    0.000    0.000 transforms.py:1006(intervaly)
        1    0.000    0.000    0.000    0.000 trirefine.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _base.py:991(_update_transScale)
        5    0.000    0.000    0.001    0.000 _base.py:1141(<genexpr>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
       10    0.000    0.000    0.000    0.000 os.py:816(fsdecode)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        9    0.000    0.000    0.000    0.000 pathlib.py:851(__truediv__)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 from_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:576(_get_free_pos)
        1    0.000    0.000    0.000    0.000 colors.py:1991(LightSource)
        1    0.000    0.000    0.000    0.000 util.py:104(__init__)
        3    0.000    0.000    0.000    0.000 legend.py:560(_set_artist_props)
       29    0.000    0.000    0.000    0.000 axis.py:547(locator)
        1    0.000    0.000    0.000    0.000 gridspec.py:419(get_subplot_params)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:60(BmpImageFile)
        2    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        1    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        2    0.000    0.000    0.000    0.000 drl_rainbow.py:472(sync_qnet)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
        1    0.000    0.000    0.083    0.083 compiler.py:417(_preprocess)
        1    0.000    0.000    0.000    0.000 _internal_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ansi.py:1(<module>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:410(validate_whiskers)
        1    0.000    0.000    0.000    0.000 Image.py:3286(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(ParseBaseException)
        1    0.000    0.000    0.000    0.000 unicode.py:118(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
       14    0.000    0.000    0.000    0.000 typing.py:377(__repr__)
       32    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        2    0.000    0.000    0.000    0.000 subprocess.py:1477(_wait)
        2    0.000    0.000    0.000    0.000 _environment.py:266(get_preload_config)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 indexing.py:1(<module>)
        1    0.000    0.000    0.006    0.006 std.py:92(__init__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:252(validate_backend)
        1    0.000    0.000    0.000    0.000 ticker.py:180(TickHelper)
      8/4    0.000    0.000    0.000    0.000 transforms.py:2408(<lambda>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:110(_set_new_active_manager)
       24    0.000    0.000    0.000    0.000 dviread.py:160(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1614(Annulus)
        8    0.000    0.000    0.000    0.000 figure.py:100(__call__)
        2    0.000    0.000    0.000    0.000 figure.py:293(get_children)
        1    0.000    0.000    0.000    0.000 _base.py:2851(<listcomp>)
       26    0.000    0.000    0.000    0.000 TiffImagePlugin.py:379(_delegate)
       40    0.000    0.000    0.000    0.000 {built-in method math.floor}
       17    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        5    0.000    0.000    0.000    0.000 _collections_abc.py:901(__iter__)
        8    0.000    0.000    0.000    0.000 dataclasses.py:812(_set_qualname)
       15    0.000    0.000    0.016    0.001 platform.py:906(system)
        1    0.000    0.000    0.000    0.000 random.py:519(<listcomp>)
        1    0.000    0.000    0.000    0.000 _environment.py:171(_get_cub_path)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lapack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        6    0.000    0.000    0.000    0.000 _loops.py:847(<genexpr>)
        1    0.000    0.000    0.000    0.000 drl_selfmatch.py:53(SelfMatch)
        1    0.000    0.000    0.000    0.000 __init__.py:2188(_setup_new_guiapp)
        2    0.000    0.000    0.000    0.000 Image.py:533(_new)
        8    0.000    0.000    0.000    0.000 util.py:117(clear)
        5    0.000    0.000    0.000    0.000 core.py:533(_setResultsName)
        1    0.000    0.000    0.000    0.000 patches.py:684(Rectangle)
        2    0.000    0.000    0.000    0.000 figure.py:84(add)
        6    0.000    0.000    0.000    0.000 offsetbox.py:613(get_transform)
        1    0.000    0.000    0.000    0.000 quiver.py:451(Quiver)
       32    0.000    0.000    0.000    0.000 axis.py:711(isDefault_minfmt)
        2    0.000    0.000    0.000    0.000 axis.py:1546(set_label_text)
        3    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:370(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
       10    0.000    0.000    0.000    0.000 rcsetup.py:269(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 Image.py:2634(new)
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:137(_crc32)
        9    0.000    0.000    0.000    0.000 core.py:3463(parseImpl)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _base.py:531(<genexpr>)
        1    0.000    0.000    0.001    0.001 _base.py:1126(_gen_axes_spines)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        5    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        8    0.000    0.000    0.000    0.000 contextlib.py:442(_create_exit_wrapper)
        2    0.000    0.000    0.000    0.000 dataclasses.py:582(_repr_fn)
        1    0.000    0.000    0.000    0.000 typing.py:793(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_tstate_lock)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        4    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug_print.py:1(<module>)
        4    0.000    0.000    0.000    0.000 deprecation.py:160(__get__)
        1    0.000    0.000    0.000    0.000 colors.py:553(Colormap)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:13(__config_flags)
        1    0.000    0.000    0.000    0.000 font_manager.py:596(FontProperties)
        1    0.000    0.000    0.000    0.000 widgets.py:312(Slider)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
       16    0.000    0.000    0.000    0.000 {cupy._util.memoize}
        1    0.000    0.000    0.000    0.000 threading.py:288(wait)
        1    0.000    0.000    0.001    0.001 time.py:1(<module>)
        4    0.000    0.000    0.000    0.000 Image.py:3176(register_extensions)
        5    0.000    0.000    0.000    0.000 core.py:5458(__add__)
        1    0.000    0.000    0.033    0.033 pyplot.py:303(new_figure_manager)
        1    0.000    0.000    0.000    0.000 cm.py:342(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:223(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 widgets.py:137(Button)
        1    0.000    0.000    0.000    0.000 polar.py:648(RadialAxis)
       47    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        6    0.000    0.000    0.003    0.001 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1366(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _attr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:314(Future)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:551(gen_candidates)
        1    0.000    0.000    0.000    0.000 __init__.py:530(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 core.py:3527(ParseExpression)
        1    0.000    0.000    0.000    0.000 text.py:1597(Annotation)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_qt.py:257(set_cursor)
        1    0.000    0.000    0.000    0.000 {built-in method setAllowedAreas}
        1    0.000    0.000    0.000    0.000 core.py:57(Variable)
        3    0.000    0.000    0.000    0.000 pathlib.py:993(home)
        2    0.000    0.000    0.000    0.000 numeric.py:357(full_like)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _gufuncs.py:24(_parse_gufunc_signature)
        1    0.000    0.000    0.012    0.012 _array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 truth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _routines_poly.py:1(<module>)
        1    0.000    0.000    0.000    0.000 meanvar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cuda.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:250(_logged_cached)
       16    0.000    0.000    0.000    0.000 __init__.py:115(__hash__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1162(<listcomp>)
        2    0.000    0.000    0.000    0.000 Image.py:788(load)
        3    0.000    0.000    0.000    0.000 core.py:3419(__init__)
        6    0.000    0.000    0.000    0.000 core.py:4762(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:294(_warn_if_gui_out_of_main_thread)
       32    0.000    0.000    0.000    0.000 artist.py:821(get_alpha)
       32    0.000    0.000    0.000    0.000 text.py:539(get_wrap)
        4    0.000    0.000    0.001    0.000 spines.py:206(register_axis)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:909(start)
        5    0.000    0.000    0.000    0.000 core.py:582(filled)
        1    0.000    0.000    0.001    0.001 traceback.py:216(extract_stack)
        1    0.000    0.000    0.000    0.000 data.py:392(_install_ufuncs)
        1    0.000    0.000    0.000    0.000 _time.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ssl.py:456(__new__)
        1    0.000    0.000    0.000    0.000 ticker.py:383(ScalarFormatter)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:27(FontconfigPatternParser)
        8    0.000    0.000    0.000    0.000 core.py:1615(__call__)
